"codice isil";"denominazione biblioteca";"tipologia funzionale";"denominazione ente";"tipologia amministrativa"
"IT-RM1390";"Biblioteca Scientifica dell'Istituto Nazionale Malattie Infettive ""Lazzaro Spallanzani""";"Specializzata";"Istituto Nazionale Malattie Infettive ""Lazzaro Spallanzani""";"Aziende ed enti del servizio sanitario nazionale"
"IT-RM1391";"Biblioteca dell'Ospedale pediatrico Bambin Gesù";"Specializzata";"";"Aziende ed enti del servizio sanitario nazionale"
"IT-RM1392";"BIBLIOTECA IRCCS FONDAZIONE SANTA LUCIA";"Specializzata";"Fondazione S.Lucia";"Accademie, associazioni, fondazioni, istituti, societa' (privati)"
"IT-RM1394";"Biblioteca comunale Augusto Tersenghi";"Pubblica";"Comune di Velletri";"Comune"
"IT-RM1395";"Biblioteca del Polo Museale del Lazio";"Specializzata";"Ministero della Cultura. Polo museale del Lazio";"Direzione generale Musei"
"IT-RM1396";"Biblioteca del Museo nazionale degli strumenti musicali";"Specializzata";"Ministero della Cultura. Polo museale del Lazio";"Direzione generale Musei"
"IT-RM1397";"Biblioteca del Museo nazionale di Palazzo Venezia";"Specializzata";"Ministero della Cultura. Polo museale del Lazio";"Direzione generale Musei"
"IT-RM1398";"Biblioteca della Galleria Borghese";"Specializzata";"Ministero della Cultura. Galleria Borghese";"Direzione generale Musei"
"IT-RM1399";"Biblioteca del Monastero di S. Scolastica";"Specializzata";"Monastero di Santa Scolastica";"Enti ecclesiastici"
"IT-RM1400";"Biblioteca della Facoltà di Medicina e psicologia Ernesto Valentini. Sede Medicina - Sapienza Università di Roma";"Istituto di insegnamento superiore";"Università degli studi di Roma La Sapienza. II facoltà di medicina e chirurgia";"Universita' statali"
"IT-RM1401";"Biblioteca comunale Villino Corsini - Villa Pamphilj";"Pubblica";"Roma Capitale - Istituzione Biblioteche Centri Culturali";"Città metropolitana"
"IT-RM1402";"Biblioteca ""Rosa Venerini""";"Specializzata";"Maestre Pie Venerini";"Enti ecclesiastici"
"IT-RM1403";"Biblioteca della Curia generalizia suore passioniste";"Pubblica";"Curia generalizia suore passioniste";"Enti ecclesiastici"
"IT-RM1404";"Biblioteca del Centro internazionale di spiritualità asc";"Pubblica";"Centro internazionale di spiritualità asc";"Enti ecclesiastici"
"IT-RM1405";"Biblioteca dell'Istituto Sacri Cuori";"Pubblica";"Istituto Sacri Cuori";"Enti ecclesiastici"
"IT-RM1406";"Biblioteca della Sede universitaria padre Luigi Tezza";"Pubblica";"Università padre Luigi Trezza";"Enti ecclesiastici"
"IT-RM1408";"Mediateca ex Fabbrica Peroni";"Specializzata";"Comune di Roma. Sovraintendenza ai Beni Culturali";"Comune"
"IT-RM1412";"Biblioteca «G. Ciaccio Montalto» della Corte di Appello di Roma";"Specializzata";"Corte di appello di Roma";"Aziende ed amministrazioni dello stato ad ordinamento autonomo"
"IT-RM1414";"Biblioteca Angelo Ferraro della Procura generale della Repubblica presso la Corte di cassazione";"Specializzata";"Procura generale della Repubblica presso la Corte di cassazione";"Presidenza del consiglio dei ministri e ministeri"
"IT-RM1415";"Biblioteca dell'Accademia Lancisiana";"Di conservazione";"Accademia Lancisiana";"Accademie, associazioni, fondazioni, istituti (pubblici)"
"IT-RM1417";"Biblioteca comunale Cornelia";"Pubblica";"Roma Capitale - Istituzione Biblioteche Centri Culturali";"Città metropolitana"
"IT-RM1418";"Biblioteca dell'Opera Nazionale Montessori";"Specializzata";"Opera Nazionale Montessori";"Accademie, associazioni, fondazioni, istituti, societa' (privati)"
"IT-RM1420";"Bibliotrulloteca - Biblioteca Associazione Insieme per Il Trullo APS";"Pubblica";"Associazione culturale Insieme per il Trullo";"Accademie, associazioni, fondazioni, istituti, societa' (privati)"
"IT-RM1421";"Biblioteca Centro formazione giovanile Madonna di Loreto - Casa della Pace";"Specializzata";"";"Accademie, associazioni, fondazioni, istituti, societa' (privati)"
"IT-RM1422";"Biblioteca della Direzione Centrale per le Autonomie. Albo Nazionale Segretari Comunali e Provinciali";"Specializzata";"Ministero dell'interno. Dipartimento per gli Affari Interni e Territoriali";"Presidenza del consiglio dei ministri e ministeri"
"IT-RM1423";"Biblioteca del Liceo scientifico statale Nomentano";"Scolastica";"Ministero dell'istruzione, dell'università e della ricerca. Liceo scientifico statale Nomentano";"Presidenza del consiglio dei ministri e ministeri"
"IT-RM1424";"Bibliobus Roma Nord";"Pubblica";"Comune di Roma - Istituzione Biblioteche di Roma";"Comune"
"IT-RM1425";"Biblioteca della Curia generale del Terzo ordine regolare di San Francesco";"Specializzata";"Terzo ordine regolare di San Francesco";"Enti ecclesiastici"
"IT-RM1426";"Biblioteca dell'Archivio generale dei Ministri degli infermi";"Specializzata";"Camilliani";"Enti ecclesiastici"
"IT-RM1427";"Biblioteca dell'Istituto superiore antincendi - ISA";"Specializzata";"Ministero dell'interno. Dipartimento dei vigili del fuoco, del soccorso pubblico e della difesa civile";"Presidenza del consiglio dei ministri e ministeri"
"IT-RM1428";"Biblioteca di Regina Coeli: Biblioteca di Istituto";"Pubblica";"Ministero della giustizia";"Presidenza del consiglio dei ministri e ministeri"
"IT-RM1429";"Biblioteca di Regina Coeli: Biblioteca di reparto 1";"Pubblica";"Ministero della giustizia";"Presidenza del consiglio dei ministri e ministeri"
"IT-RM1430";"Biblioteca di Regina Coeli: Biblioteca di reparto 2";"Pubblica";"Ministero della giustizia";"Presidenza del consiglio dei ministri e ministeri"
"IT-RM1431";"Biblioteca di Rebibbia. Nuovo complesso";"Pubblica";"Ministero della giustizia. Casa circondariale - Raffaele Cinotti di Roma Rebibbia Nuovo Complesso";"Presidenza del consiglio dei ministri e ministeri"
"IT-RM1432";"Biblioteca di Rebibbia. Reclusione 1";"Pubblica";"Ministero della giustizia. Casa circondariale Roma - Rebibbia Casa di reclusione";"Presidenza del consiglio dei ministri e ministeri"
"IT-RM1433";"Biblioteca di Rebibbia. Reclusione 2";"Pubblica";"Ministero della Giustizia. Casa circondariale Roma - Rebibbia";"Presidenza del consiglio dei ministri e ministeri"
"IT-RM1434";"Biblioteca di Rebibbia. Femminile";"Pubblica";"Ministero della Giustizia. Casa circondariale Roma - Rebibbia femminile Casa circondariale - Germana Stefanini";"Presidenza del consiglio dei ministri e ministeri"
"IT-RM1435";"Biblioteca di Rebibbia. Terza casa";"Pubblica";"Ministero della Giustizia. III Casa circondariale Roma - Rebibbia";"Presidenza del consiglio dei ministri e ministeri"
"IT-RM1436";"Biblioteca dell'Istituto Penale per i minorenni Casal del Marmo";"Pubblica";"Ministero della giustizia - Istituto Penale per i minorenni Casal del Marmo Roma";"Presidenza del consiglio dei ministri e ministeri"
"IT-RM1437";"Biblioteca dell'Archivio storico e iconografico del Socialismo - ASIS - Fondazione Nevol Querci";"Di conservazione";"Archivio storico e iconografico del socialismo - ASIS";"Accademie, associazioni, fondazioni, istituti (pubblici)"
"IT-RM1438";"Biblioteca dell'Istituto Statale per Sordi di Roma";"Specializzata";"Istituto statale sordi - Roma";"Presidenza del consiglio dei ministri e ministeri"
"IT-RM1439";"Biblioteca dell'IISS Leonardo da Vinci";"Scolastica";"Ministero dell'istruzione, dell'università e della ricerca - Istituto di Istruzione Superiore Statale Leonardo da Vinci di Roma";"Presidenza del consiglio dei ministri e ministeri"
"IT-RM1440";"Biblioteca della Provincia romana dei Frati dell'Ordine della Mercede";"Specializzata";"Provincia romana dei Frati dell'Ordine della Mercede";"Enti ecclesiastici"
"IT-RM1442";"Biblioteca del Museo nazionale delle arti del XXI secolo - MAXXI";"Specializzata";"Ministero della Cultura. Fondazione Museo nazionale delle arti del XXI secolo - MAXXI";"Ministero della Cultura"
"IT-RM1443";"Biblioteca scolastica del Liceo scientifico statale Giuseppe Peano";"Scolastica";"Ministero dell'istruzione, dell'università e della ricerca";"Presidenza del consiglio dei ministri e ministeri"
"IT-RM1445";"Biblioteca del Dipartimento di Ingegneria astronautica, elettrica ed energetica. Sede Centro San Marco - Sapienza Università di Roma";"Istituto di insegnamento superiore";"Università degli studi di Roma La Sapienza. Dipartimento di Ingegneria Astronautica, Elettrica ed Energetica";"Universita' statali"
"IT-RM1447";"Biblioteca dell'Istituto superiore per le industrie artistiche - ISIA";"Istituto di insegnamento superiore";"Istituto superiore per le industrie artistiche - ISIA";"Presidenza del consiglio dei ministri e ministeri"
"IT-RM1448";"Biblioteca del Centro Paraplegici Ostia (CPO) ""Giovanni Paolo II""";"Pubblica";"Centro paraplegici di Ostia Roma Lido";"Aziende ed enti del servizio sanitario nazionale"
"IT-RM1449";"Biblioteca Archivia - Archivi, Biblioteche, Centri di Documentazione delle Donne ODV";"Specializzata";"ARCHIVIA Archivi, Biblioteche, Centri di documentazione delle donne";"Accademie, associazioni, fondazioni, istituti, societa' (privati)"
"IT-RM1450";"Biblioteca Prof. Stefano Vazzana del Liceo classico F. Vivona";"Scolastica";"Ministero dell'istruzione, dell'università e della ricerca - Liceo classico F. Vivona";"Presidenza del consiglio dei ministri e ministeri"
"IT-RM1451";"Biblioteca comunale Borghesiana";"Pubblica";"Roma Capitale - Istituzione Biblioteche Centri Culturali";"Città metropolitana"
"IT-RM1452";"Biblioteca comunale Casa dei Bimbi";"Pubblica";"Roma Capitale - Istituzione Biblioteche Centri Culturali";"Città metropolitana"
"IT-RM1453";"Biblioteca comunale Sandro Onofri";"Pubblica";"Roma Capitale - Istituzione Biblioteche Centri Culturali";"Città metropolitana"
"IT-RM1455";"Biblioteca dell'Istituto comprensivo Via Santi Savarino";"Scolastica";"Ministero dell'istruzione, dell'università e della ricerca. Istituto comprensivo Via Santi Savarino";"Presidenza del consiglio dei ministri e ministeri"
"IT-RM1456";"Biblioteca dell'Istituto comprensivo Giovanni Palombini";"Scolastica";"Ministero dell'istruzione, dell'università e della ricerca. Istituto comprensivo Giovanni Palombini";"Presidenza del consiglio dei ministri e ministeri"
"IT-RM1457";"Biblioteca dell'Istituto di istruzione superiore Bertrand Russell";"Scolastica";"Ministero dell'istruzione, dell'università e della ricerca. Istituto di istruzione superiore Bertrand Russell";"Presidenza del consiglio dei ministri e ministeri"
"IT-RM1458";"Biblioteca scolastica multimediale Alberto Savinio del Liceo artistico statale Giorgio De Chirico";"Scolastica";"Ministero dell'istruzione, dell'università e della ricerca. Istituto d'Istruzione superiore Confalonieri Chirico";"Presidenza del consiglio dei ministri e ministeri"
"IT-RM1459";"Biblioteca del Liceo scientifico statale Louis Pasteur";"Scolastica";"Ministero dell'istruzione, dell'università e della ricerca. Liceo scientifico statale Louis Pasteur";"Presidenza del consiglio dei ministri e ministeri"
"IT-RM1460";"Biblioteca dell'Istituto Comprensivo ""Giuseppe Bagnera""";"Scolastica";"Ministero dell'istruzione, dell'università e della ricerca. Istituto comprensivo Giuseppe Bagnera";"Presidenza del consiglio dei ministri e ministeri"
"IT-RM1461";"Biblioteca dell'Istituto Comprensivo ""Don Lorenzo Milani""";"Scolastica";"Ministero dell'istruzione, dell'università e della ricerca. Istituto Comprensivo ""Don Lorenzo Milani""";"Presidenza del consiglio dei ministri e ministeri"
"IT-RM1462";"Biblioteca dell'Istituto comprensivo S. Nilo";"Scolastica";"Ministero dell'istruzione, dell'università e della ricerca. Istituto comprensivo S. Nilo";"Presidenza del consiglio dei ministri e ministeri"
"IT-RM1463";"Biblioteca dell'Istituto comprensivo statale ""Don Lorenzo Milani""";"Scolastica";"Ministero dell'istruzione, dell'università e della ricerca. Istituto Comprensivo Statale ""Don Lorenzo Milani""";"Presidenza del consiglio dei ministri e ministeri"
"IT-RM1464";"Biblioteca del Liceo Blaise Pascal";"Scolastica";"Ministero dell'istruzione, dell'università e della ricerca. Liceo Blaise Pascal";"Presidenza del consiglio dei ministri e ministeri"
"IT-RM1465";"Biblioteca dell'Istituto comprensivo Via N. M. Nicolai";"Scolastica";"Ministero dell'istruzione, dell'università e della ricerca. Istituto comprensivo Via N. M. Nicolai";"Presidenza del consiglio dei ministri e ministeri"
"IT-RM1466";"Biblioteca dell'Istituto d'Istruzione secondaria superiore ""Gaetano De Sanctis""";"Scolastica";"Ministero dell'istruzione, dell'università e della ricerca. Istituto d'Istruzione secondaria superiore ""Gaetano De Sanctis""";"Presidenza del consiglio dei ministri e ministeri"
"IT-RM1467";"Biblioteca dell'Istituto tecnico commerciale e per geometri ""Paolo Toscanelli""";"Scolastica";"Ministero dell'istruzione, dell'università e della ricerca. Istituto tecnico commerciale e per geometri ""Paolo Toscanelli""";"Presidenza del consiglio dei ministri e ministeri"
"IT-RM1468";"Biblioteca del Polo Scolastico Statale ""Lazzaro Spallanzani""";"Scolastica";"Ministero dell'istruzione, dell'università e della ricerca. Polo Scolastico Statale ""Lazzaro Spallanzani""";"Presidenza del consiglio dei ministri e ministeri"
"IT-RM1469";"Biblioteca Fondazione Maria e Goffredo Bellonci";"Pubblica";"Fondazione Maria e Goffredo Bellonci onlus";"Accademie, associazioni, fondazioni, istituti, societa' (privati)"
"IT-RM1472";"Biblioteca Museo Pietro Canonica a Villa Borghese";"Di conservazione";"Museo Pietro Canonica a Villa Borghese";"Comune"
"IT-RM1473";"Biblioteca Fabrizio Giovenale";"Pubblica";"Roma Capitale - Istituzione Biblioteche Centri Culturali";"Città metropolitana"
"IT-RM1476";"Biblioteca - Archivio della Fondazione Adkins Chiti: Donne in musica";"Specializzata";"Fondazione Adkins Chiti Donne in musica";"Accademie, associazioni, fondazioni, istituti (pubblici)"
"IT-RM1478";"Biblioteca dell'Accademia di belle arti";"Istituto di insegnamento superiore";"Ministero dell'istruzione dell'università e della ricerca. Accademia di Belle Arti di Roma";"Presidenza del consiglio dei ministri e ministeri"
"IT-RM1479";"Biblioteca della Link Campus University";"Istituto di insegnamento superiore";"Link Campus University";"Universita' non statali"
"IT-RM1481";"Biblioteca della Società Dalmata di Storia Patria";"Specializzata";"Società Dalmata Di Storia Patria, fondata in Zara";"Accademie, associazioni, fondazioni, istituti, societa' (privati)"
"IT-RM1482";"Biblioteca Pio XII dell'Università Europea - Ateneo pontificio Regina apostolorum";"Istituto di insegnamento superiore";"Legionari di Cristo - Università Europea - Ateneo Pontificio Regina Apostolurum";"Universita' non statali"
"IT-RM1484";"Biblioteca della Università degli Studi Internazionali di Roma - UNINT";"Istituto di insegnamento superiore";"Università degli Studi Internazionali di Roma UNINT";"Universita' non statali"
"IT-RM1485";"Biblioteca comunale Europea";"Pubblica";"Roma Capitale - Istituzione Biblioteche Centri Culturali";"Città metropolitana"
"IT-RM1486";"Biblioteca comunale Casa della memoria e della storia";"Pubblica";"Roma Capitale - Istituzione Biblioteche Centri Culturali";"Città metropolitana"
"IT-RM1487";"Biblioteca del Consiglio Nazionale dei Dottori Commercialisti ed Esperti Contabili";"Specializzata";"Consiglio nazionale dei dottori commercialisti ed esperti contabili";"Accademie, associazioni, fondazioni, istituti (pubblici)"
"IT-RM1489";"Biblioteca Alberto Vianello del Club Alpino Italiano Sezione di Roma";"Specializzata";"Club Alpino Italiano Sezione di Roma";"Accademie, associazioni, fondazioni, istituti, societa' (privati)"
"IT-RM1490";"Biblioteca EurISPES";"Specializzata";"EURISPES - Istituto di Studi Politici Economici e Sociali";"Accademie, associazioni, fondazioni, istituti, societa' (privati)"
"IT-RM1491";"Biblioteca MCE - Centro di documentazione della pedagogia popolare Marika Aureli e Fondo Emma Castelnuovo";"Specializzata";"Centro di Documentazione della Pedagogia Popolare “Marika Aureli";"Accademie, associazioni, fondazioni, istituti, societa' (privati)"
